id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
1,The Food Trust,Additional Food Bucks sites.xlsx,NA,NA,Shop 'n Save,336 8th St,New Kensington,PA,15068,NA,NA,NA,NA,40.563835,-79.767461,NA,NA,NA,1,NA,1,NA,1,0,NA,NA
2,The Food Trust,Additional Food Bucks sites.xlsx,NA,NA,Dylamato's Market,5414 Second Avenue,Pittsburgh,PA,15207,NA,NA,NA,NA,40.402331,-79.9416538,NA,NA,NA,1,NA,1,NA,1,0,NA,NA
3,The Food Trust,Additional Food Bucks sites.xlsx,NA,NA,Main Street Farmers Market,139 S Main St,Washington,PA,15301,NA,NA,NA,NA,40.1688309,-80.2454369,NA,NA,NA,1,NA,1,NA,1,0,NA,NA
4,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Ambridge Farmer's Market,624 Park Road,Ambridge,PA,15003,Allegheny,"St. Mary's Church parking lot, near Do It Best; Thursday 4:00 PM-7:00 PM",NA,NA,40.586729,-80.229576,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
5,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Aspinwall Flea Market,217 Commerical Avenue,Aspinwall,PA,15215,Allegheny,Municipal parking lot; Sunday 7:00 AM-1:00 PM,NA,NA,40.490575,-79.90430500000001,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
6,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bachman's Greenhouse and Nursery,2905 Freeport Road,Natrona Heights,PA,15065,Allegheny,Daily 8:00 AM-7:00 PM,NA,NA,40.640015000000005,-79.711384,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
7,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bachman's Greenhouse and Nursery,Route 908 & Ekastown Road,Natrona Heights,PA,15065,Allegheny,Daily 10:00 AM-6:00 PM,NA,NA,40.667206,-79.730284,Allegheny County Health Department,July 1,October 31,1,1,1,1,1,0,NA,NA
8,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Beccari's Farm Market,5095 Thoms Run Road,Oakdale,PA,15071,Allegheny,Tuesday-Friday 12:00 PM-5:00 PM and Saturday-Sunday 12:00 PM-4:00 PM,NA,NA,40.373965000000005,-80.133129,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
9,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bedner's Farm,1520 Bower Hill Road,Pittsburgh,PA,15220,Allegheny,Daily 9:00 AM-6:00 PM,NA,NA,40.361146000000005,-80.089128,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
10,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Beechview Fresh Access,Broadway Avenue & Hampshire Avenue,Pittsburgh,PA,15216,Allegheny,Thursday 4:00 PM-7:00 PM,NA,NA,40.410567,-80.02467299999999,Allegheny County Health Department,June 20,September 12,1,1,1,1,1,0,NA,NA
11,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bellevue Farmer's Market,34 N. Balph Avenue,Pittsburgh,PA,15202,Allegheny,Bayne Park; Wednesday 3:00 PM-7:00 PM,NA,NA,40.496526,-80.054299,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
12,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bethel Park Farmer's Market,Corrigan Drive,Bethel Park,PA,15102,Allegheny,South Park VIP parking lot; Tuesday 3:00 PM-7:00 PM,NA,NA,40.319687,-80.00854100000001,Allegheny County Health Department,June 1,September 30,1,1,1,1,1,0,NA,NA
13,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Blackberry Meadows Farm,7115 Ridge Road,Natrona Heights,PA,15065,Allegheny,Wednesday 11:00 AM-7:00 PM,NA,NA,40.657587,-79.747334,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
14,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bloomfield Farmer's Market,5050 Liberty Avenue,Pittsburgh,PA,15224,Allegheny,Saturday 9:00 AM-1:00 PM,NA,NA,40.459003,-79.94449300000001,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
15,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Braddock Farm Stand,6th Street & Braddock Avenue,Braddock,PA,15104,Allegheny,Saturday 10:00 AM-2:00 PM,NA,NA,40.403283,-79.868588,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
16,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Bridge's Farm,7108 Leechburg Road,New Kenington,PA,15068,Allegheny,Monday-Saturday 9:00 AM-6:00 PM and Sunday 9:00 AM-5:00 PM,NA,NA,40.517658000000004,-79.764416,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
17,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Carrick Farmer's Market,1529 Brownsville Road,Pittsburgh,PA,15210,Allegheny,Wednesday 3:00 PM-7:00 PM,NA,NA,40.400141,-79.988968,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
18,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Clairton Green Grocer,533 Miller Avenue,Clairton,PA,15025,Allegheny,Family Dollar parking lot; Wednesday 3:00 PM-4:00 PM,NA,NA,40.294044,-79.883259,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
19,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Coraopolis Farmer's Market,1211 5th Avenue,Coraopolis,PA,15108,Allegheny,Presbyterian Church; Monday 3:30 PM-6:30 PM,NA,NA,40.516388,-80.16104399999999,Allegheny County Health Department,July 1,September 30,1,1,1,1,1,0,NA,NA
20,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,DeCarlo's Market,560 McKeesport Road,Elizabeth,PA,15037,Allegheny,Monday-Saturday 8:00 AM-6:00 PM,NA,NA,40.278533,-79.875457,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
21,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Dillner Family Farm,4140 Sandy Hill Road,Gibsonia,PA,15044,Allegheny,Monday-Friday 10:00 AM-6:00 PM and Saturday-Sunday 9:00 AM-5:00 PM,NA,NA,40.669553,-79.921152,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
22,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Douds Floyd Farm,405 Pleasant Drive,Aliquippa,PA,15001,Allegheny,Monday-Saturday 11:00 AM-6:00 PM,NA,NA,40.653395,-80.33369,Allegheny County Health Department,August 1,September 30,1,1,1,1,1,0,NA,NA
23,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Duda's Farm Stand,1029 Lebanon Road,West Mifflin,PA,15122,Allegheny,Monday-Friday 10:00 AM-5:30 PM and Saturday-Sunday 10:00 AM-4:00 PM,NA,NA,40.36009,-79.93272900000001,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
24,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Duda's Farm Stand,Hayden Boulevard,Elizabeth,PA,15037,Allegheny,Monday-Friday 9:00 AM-5:30 PM and Saturday-Sunday 9:30 AM-4:30 PM,NA,NA,40.258934000000004,-79.878584,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
25,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Duquesne Green Grocer,1 N. Linden Street,Duquesne,PA,15110,Allegheny,Greater Pittsburgh Community Food Bank; Thursday 3:00 PM-4:00 PM,NA,NA,40.37579,-79.842718,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
26,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,East Hills Green Grocer,2291 Wilner Drive,Pittsburgh,PA,15221,Allegheny,East Hills Community Center; Friday 1:00 PM-2:00 PM,NA,NA,40.454251,-79.869969,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
27,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,East Liberty Farmer's Market,N. Euclid Avenue,Pittsburgh,PA,15206,Allegheny,Garland Parklet lot next to firehouse; Monday 3:00 PM-7:00 PM,NA,NA,40.471654,-79.92214799999999,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
28,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Eichner's Farm Market,285 Richard Road,Wexford,PA,15090,Allegheny,Monday-Friday 9:00 AM-6:00 PM and Saturday-Sunday 9:00 AM-5:00 PM,NA,NA,40.607845000000005,-80.060142,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
29,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Elizabeth Farmer's Market,Water Street,Elizabeth,PA,15037,Allegheny,"2nd Saturday of the month, 9:00 AM-1:00 PM",NA,NA,40.272309,-79.888919,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
30,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Etna Farmer's Market,437 Butler Street,Pittsburgh,PA,15223,Allegheny,Thursday 3:00 PM-6:30 PM,NA,NA,40.499688,-79.944058,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
31,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Farmer's Co-Op of East Liberty,344 N. Sheridan Avenue,Pittsburgh,PA,15206,Allegheny,Next to Home Depot; Saturday 5:00 AM-12:00 PM,NA,NA,40.464359,-79.921285,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
32,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Forest Hills Farmer's Market,Ardmore Boulevard,Pittsburgh,PA,15221,Allegheny,Forest Hills Presbyterian Church; Friday 4:00 PM-7:00 PM,NA,NA,40.427339,-79.86283900000001,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
33,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Fox Chapel Farmer's Market,423 Fox Chapel Road,Pittsburgh,PA,15238,Allegheny,Shadyside Academy; Wednesday 3:00 PM-6:30 PM,NA,NA,40.522005,-79.886905,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
34,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Friel's Farm Market,390 Friel Road,Baden,PA,15005,Allegheny,Daily 11:00 AM-6:00 PM,NA,NA,40.631948,-80.156065,Allegheny County Health Department,July 1,October 31,1,1,1,1,1,0,NA,NA
35,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Glassport Green Grocer,440 Monongahela Avenue,Glassport,PA,15045,Allegheny,Glassport Honor Roll Park; Wednesday 4:30 PM-6:30 PM,NA,NA,40.327806,-79.892689,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
36,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Green Tree Farmer's Market,10 W. Manila Avenue,Pittsburgh,PA,15220,Allegheny,Green Tree Park; Thursday 4:00 PM-7:00 PM,NA,NA,40.418771,-80.04704699999999,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
37,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Harvest Valley Farm,6003 Cunningham Road,Gibsonia,PA,15044,Allegheny,Monday-Friday  10:00 AM-6:00 PM,NA,NA,40.663915,-79.93494399999999,Allegheny County Health Department,NA,NA,1,1,1,1,1,0,NA,date_from missing;date_to missing;
38,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Holy Cross Farmer's Market,123 Gilkeson Road,Pittsburgh,PA,15228,Allegheny,Monday 4:00 PM-7:00 PM,NA,NA,40.355484000000004,-80.053081,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
39,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Homewood Fresh Access,7139 Frankstown Avenue,Pittsburgh,PA,15208,Allegheny,Last Saturday of the month 3:00 PM-7:00 PM,NA,NA,40.457852,-79.89771999999999,Allegheny County Health Department,July 1,October 31,1,1,1,1,1,0,NA,NA
40,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Homewood Green Grocer,7227 Hamilton Avenue,Pittsburgh,PA,15208,Allegheny,Alma Illery Medical Center; Friday 11:30 AM-12:30 PM,NA,NA,40.4546,-79.89621700000001,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
41,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Homewood Backyard Market,7139 Frankstown Avenue,Pittsburgh,PA,15208,Allegheny,Wednesday 3:00 PM-5:30 PM,NA,NA,40.457852,-79.89771999999999,Allegheny County Health Department,July 1,July 31,1,1,1,1,1,0,NA,NA
42,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Janoski's Farm Market,1714 Route 30,Clinton,PA,15026,Allegheny,Daily 9:00 AM-6:00 PM,NA,NA,40.492125,-80.331248,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
43,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Jodikinos Farm Stand,2488 Route 18,Clinton,PA,15026,Allegheny,Daily 9:00 AM-6:00 PM,NA,NA,40.540033,-80.419116,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
44,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Larimer Farm Stand,413 Larimer Avenue,Pittsburgh,PA,15206,Allegheny,Larimer Community Garden & Urban Farm; 4th Sunday of the month 3:00 PM-7:00 PM,NA,NA,40.465052,-79.915181,Allegheny County Health Department,June 23,November 24,1,1,1,1,1,0,NA,NA
45,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Late Bloomers Garden Club Farmer's Market,1840 Ardmore Boulevard,Pittsburgh,PA,15221,Allegheny,Friday 4:00 PM-7:00 PM,NA,NA,40.424984,-79.861141,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
46,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Lawrenceville Farmer's Market,250 40th Street,Pittsburgh,PA,15201,Allegheny,Arsenal Park (near 40th St. entrance); Tuesday 4:00 PM-7:00 PM,NA,NA,40.467695,-79.96079499999999,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
47,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mallisee Farm,Saltsburg Road at Willow Village,Pittsburgh,PA,15239,Allegheny,Daily 11:00 AM-5:00 PM,NA,NA,40.475162,-79.77177900000001,Allegheny County Health Department,July 1,September 30,1,1,1,1,1,0,NA,NA
48,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Market Square Farmer's Market,Market Square,Pittsburgh,PA,15222,Allegheny,Thursday 10:00 AM-2:00 PM,NA,NA,40.441025,-80.002645,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
49,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mazurs Greenhouse and Farm,3333 Babcock Boulevard,Pittsburgh,PA,15237,Allegheny,Mazurs Autobody; Daily 10:00 AM-4:00 PM,NA,NA,40.533761,-80.019284,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
50,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,McConnell's Hill Farm,294 New Bethlehem Church Road,Aliquippa,PA,15001,Allegheny,Monday-Saturday 10:00 AM-6:00 PM and Sunday 10 AM-4 PM,NA,NA,40.534606,-80.29174499999999,Allegheny County Health Department,July 1,October 31,1,1,1,1,1,0,NA,NA
51,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,McKees Rocks Green Grocer,1100 Chartiers Avenue,McKees Rocks,PA,15136,Allegheny,5 Generation Bakers; Tuesday 12:00 PM-1:00 PM,NA,NA,40.46563,-80.06818,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
52,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mellon Square Farmer's Market,529 Smithfield Street,Pittsburgh,PA,15222,Allegheny,Friday 10:30 AM-1:30 PM,NA,NA,40.440903000000006,-79.998276,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
53,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Millvale Green Grocer,518 Grant Avenue,Pittsburgh,PA,15209,Allegheny,GAP Park; Tuesday 4:30 PM-5:30 PM,NA,NA,40.480754,-79.974368,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
54,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Misera Farms,Butler Logan Road,Tarentum,PA,15084,Allegheny,Saturday-Sunday 11:00 AM-4:00 PM,NA,NA,40.579492,-79.797134,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
55,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Monroeville Lion's Farmer's Market,2399 Tillbrook Road,Monroeville,PA,15146,Allegheny,Monroeville Community Park; Saturday 9:00 AM-12:30 PM,NA,NA,40.418341999999996,-79.76398499999999,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
56,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Moon Township Farmer's Market,1000 Beaver Grade Road,Moon Township,PA,15108,Allegheny,Municipal Building; Wednesday 3:00 PM-6:00 PM,NA,NA,40.504587,-80.208135,Allegheny County Health Department,June 1,September 30,1,1,1,1,1,0,NA,NA
57,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mt. Hope Farmer's Market,12106 Frankstown Road,Pittsburgh,PA,15235,Allegheny,Wednesday 2:00 PM-6:00 PM,NA,NA,40.470772,-79.82047800000001,Allegheny County Health Department,June 1,September 30,1,1,1,1,1,0,NA,NA
58,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mt. Lebanon Lions Farmer's Market,975 Washington Road,Pittsburgh,PA,15228,Allegheny,United Lutheran Church parking lot; Wednesday 4:00 PM-7:00 PM,NA,NA,40.37376,-80.04813100000001,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
59,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mt. Lebanon Upton Farmer's Market,710 Washington Road,Pittsburgh,PA,15228,Allegheny,Saturday 9:00 AM-12:00 PM,NA,NA,40.379964,-80.045191,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
60,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Mt. Oliver/Knoxville Green Grocer,Brownsville Road at Hays Avenue,Pittsburgh,PA,15210,Allegheny,Clock Tower; Thursday 11:00 AM-12:00 PM,NA,NA,40.414217,-79.987975,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
61,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,New Sheffield Farmer's Market,2816 Brodhead Road,Aliquippa,PA,15001,Allegheny,Wednesday 3:30 PM-6:30 PM,NA,NA,40.615515,-80.28545799999999,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
62,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Northside Farmer's Market,801 Union Place,Pittsburgh,PA,15212,Allegheny,Allegheny Commons East Park; Friday 3:00 PM-7:00 PM,NA,NA,40.454513,-80.002965,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
63,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Oakland Farmer's Market,4100 Forbes Avenue,Pittsburgh,PA,15213,Allegheny,Schenley Plaza; Friday 2:00 PM-6:00 PM,NA,NA,40.443386,-79.952135,Allegheny County Health Department,July 1,October 31,1,1,1,1,1,0,NA,NA
64,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Olde World Produce,1206 Route 51,Jefferson Hills,PA,15025,Allegheny,Ciccanti's Ristorante parking lot; Daily 9:30 AM-5:00 PM,NA,NA,40.31224,-79.938562,Allegheny County Health Department,July 1,September 30,1,1,1,1,1,0,NA,NA
65,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Original Farmer's Market,151 Parks Road,Cuddy,PA,15031,Allegheny,"Monday, Wednesday, and Friday 5:30 PM-9:00 PM",NA,NA,40.339917,-80.171283,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
66,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Pennsylvania Market Building,108 18th Street,Pittsburgh,PA,15222,Allegheny,Saturday 8:00 AM-4:00 PM,NA,NA,40.450759000000005,-79.985309,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
67,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Ross Township Farmer's Market,920 Perry Highway,Pittsburgh,PA,15237,Allegheny,St. John's Church ; Wednesday 3:00 PM-7:00 PM,NA,NA,40.533395,-80.03564,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
68,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Schiefelbein Farm Stand,3323 Route 151,Aliquippa,PA,15001,Allegheny,Daily 11:00 AM-7:00 PM with  5:00 PM closing in November,NA,NA,40.545145,-80.306042,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
69,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Sewickley Farmer's Market,200 Walnut Street,Sewickley,PA,15143,Allegheny,St. James Catholic Church parking lot; Saturday 9:00 AM-1:00 PM,NA,NA,40.537606,-80.184696,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
70,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Sharpsburg Green Grocer,1212 Main Street,Pittsburgh,PA,15215,Allegheny,Sharpsburg Community Library; Monday 3:30 PM-4:30 PM,NA,NA,40.494457000000004,-79.930212,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
71,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Shenot Farm Market,3754 Wexford Run Road,Wexford,PA,15090,Allegheny,Daily 9:00 AM-6:00 PM,NA,NA,40.627021,-80.07968000000001,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
72,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Sheraden Green Grocer,720 Sherwood Avenue,Pittsburgh,PA,15204,Allegheny,Sheraden Library; Tuesday 1:30 PM-2:30 PM,NA,NA,40.455202,-80.056557,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
73,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Shiloh Farm Stand,Thomas Boulevard & Homewood Avenue,Pittsburgh,PA,15208,Allegheny,Thursday 3:00 PM-6:00 PM,NA,NA,40.451184000000005,-79.9899089,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
74,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Simmons Farm Market,170 Simmons Road,McMurray,PA,15317,Allegheny,Daily 9:00 AM-6:00 PM,NA,NA,40.270055,-80.082325,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
75,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Simmons Farm Market,2861 Washington Road,McMurray,PA,15317,Allegheny,Daily 9:00 AM-7:00 PM,NA,NA,40.300759,-80.098302,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
76,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Soergel Orchards,2573 Brandt School Road,Wexford,PA,15090,Allegheny,Monday-Friday 8:00 AM-7:30 PM and Saturday-Sunday 8:00 AM-6:00 PM,NA,NA,40.614598,-80.092754,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
77,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Southside Farmer's Market,18th Street & East Carson Street,Pittsburgh,PA,15203,Allegheny,Parking lot; Tuesday 3:00 PM-7:00 PM,NA,NA,40.428468,-79.98029100000001,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
78,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Spring Hill Green Grocer,125 Rhine Place,Pittsburgh,PA,15212,Allegheny,Three Rivers Manor; Monday 2:00 PM-3:00 PM,NA,NA,40.467138,-79.993135,Allegheny County Health Department,January 1,December 31,1,1,1,1,1,0,NA,NA
79,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Squirrel Hill Farmer's Market,5737 Beacon Street,Pittsburgh,PA,15217,Allegheny,Pittsburgh Parking Authority parking lot; Sunday  9:00 AM-1:00 PM,NA,NA,40.434744,-79.924142,Allegheny County Health Department,June 1,November 30,1,1,1,1,1,0,NA,NA
80,Allegheny County Health Department,Allegheny_County_Farmers_Markets_Locations_2019.csv,NA,farmer's market,Steel Plaza Farmer's Market,8 Grant Street,Pittsburgh,PA,15222,Allegheny,Steel Plaza; Friday 10:00 AM-2:00 PM,NA,NA,40.441041,-79.99534399999999,Allegheny County Health Department,June 1,October 31,1,1,1,1,1,0,NA,NA
