id,name,type,address,street_one,street_two,city,state,zip_code,location_description,date_from,date_to,open_time1,close_time1,open_time2,close_time2,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,SNAP,WIC,FMNP,fresh_produce-healthy,MRFEI_score,latitude,longitude,open_to_spec_group,food_bucks
NA,Giant Eagle #605 Elizabeth Township,Supermarket,800 Mckeesport Rd,NA,NA,NA,PA,15037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.27992,-79.875571,NA,NA
NA,Giant Eagle #652,Supermarket,318 Cedar Ave,NA,NA,NA,PA,15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.451602,-79.999575,NA,NA
NA,Shop 'n Save #0212100,Supermarket,4548 Broadway Bo,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.335921,114.139154,NA,NA
NA,Costco #332,Supermarket,202 Costco Dr,NA,NA,NA,PA,15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.458793,-80.16586,NA,NA
NA,Costco #649,Supermarket,501 W Waterfront Dr,NA,NA,NA,PA,15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.402736,-79.921653,NA,NA
NA,Save A Lot / North Versailles,Supermarket,355 Lincoln Hwy,NA,NA,NA,PA,15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.382204,-79.819697,NA,NA
NA,Whitehall Asian Supermarket,Supermarket,1406 Radford Rd,NA,NA,NA,PA,15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.363877,-79.967841,NA,NA
NA,Donatelli's Italian Food Center,Supermarket,4711 Liberty Ave,NA,NA,NA,PA,15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46207,-79.949355,NA,NA
NA,Shop 'n Save,Supermarket,450 56th St,NA,NA,NA,PA,15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.483141,-79.948537,NA,NA
NA,East End Food Co-Op,Supermarket,7516 Meade St,NA,NA,NA,PA,15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.448199,-79.895475,NA,NA
NA,Kuhn's Market #7,Supermarket,825 Beaver Grade Rd,NA,NA,NA,PA,15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.517576,-80.216199,NA,NA
NA,Kuhn's Market,Supermarket,4801 Mcknight Rd,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.522828,-80.006531,NA,NA
NA,Kuhn's Market,Supermarket,745 Ingomar Rd,NA,NA,NA,PA,15127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.593769,-80.006113,NA,NA
NA,Kuhn's Market,Supermarket,700 Beulah Rd,NA,NA,NA,PA,15145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.427119,-79.834796,NA,NA
NA,Family Food Center,Supermarket,2104 Brownsville Rd,NA,NA,NA,PA,15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39314,-79.986896,NA,NA
NA,Giant Eagle #6379,Supermarket,420 E Waterfront Dr,NA,NA,NA,PA,15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.412485,-79.910258,NA,NA
NA,Giant Eagle #0004,Supermarket,5055 Library Rd,NA,NA,NA,PA,15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.33883,-80.024575,NA,NA
NA,Giant Eagle #0015,Supermarket,1701 Lincoln Hi,NA,NA,NA,PA,15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.371962,-79.786944,NA,NA
NA,Giant Eagle #0052,Supermarket,132 Ben Avon Heights Rd,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.521533,-80.069181,NA,NA
NA,Giant Eagle #0073,Supermarket,9901 Mountain View Dr,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.33967,-79.949746,NA,NA
NA,Giant Eagle #068,Supermarket,5990 University Bo,NA,NA,NA,PA,15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.491695,-80.198665,NA,NA
NA,Giant Eagle #17,Supermarket,6320 Shakespeare St,NA,NA,NA,PA,15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.460094,-79.923852,NA,NA
NA,Giant Eagle #2,Supermarket,1800 Mckees Rocks Rd,NA,NA,NA,PA,15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467816,-80.097642,NA,NA
NA,Giant Eagle #24,Supermarket,3239 Washington Pi,NA,NA,NA,PA,15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.173242,-80.24199,NA,NA
NA,Giant Eagle #25,Supermarket,1029 West View Park Dr,NA,NA,NA,PA,15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.516789,-80.038918,NA,NA
NA,Giant Eagle #29,Supermarket,1356 Hoffman Bo,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.350968,-79.913673,NA,NA
NA,Giant Eagle #31,Supermarket,5260 Grove Road,NA,NA,NA,PA,15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.357456,-80.002268,NA,NA
NA,Giant Eagle #35,Supermarket,1717 Cochran Rd,NA,NA,NA,PA,15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.392634,-80.065436,NA,NA
NA,Giant Eagle #37,Supermarket,Quaker Village Shopping Center,NA,NA,NA,PA,15056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.561532,-80.205346,NA,NA
NA,Giant Eagle #38,Supermarket,1901 Murray Av,NA,NA,NA,PA,15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.435676,-79.92248,NA,NA
NA,Giant Eagle #45,Supermarket,9805 Mcknight Rd,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.584311,-80.038848,NA,NA
NA,Giant Eagle #47 / Market District Robinson,Supermarket,100 Settlers Ridge Center Dr,NA,NA,NA,PA,15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440641,-80.149132,NA,NA
NA,Giant Eagle #60,Supermarket,4010 Monroeville Bo,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.432471,-79.751203,NA,NA
NA,Giant Eagle #61,Supermarket,2021 Wharton St,NA,NA,NA,PA,15203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.431009,-79.976705,NA,NA
NA,Giant Eagle #63,Supermarket,4250 Murray Ave,NA,NA,NA,PA,15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.422266,-79.929584,NA,NA
NA,Giant Eagle #64,Supermarket,3812 O'Neil Blvd,NA,NA,NA,PA,15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.347243,-79.83109,NA,NA
NA,Giant Eagle #65,Supermarket,4110 Brighton Rd,NA,NA,NA,PA,15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.489185,-80.044203,NA,NA
NA,Giant Eagle #67,Supermarket,8080 Mcknight Rd,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.557915,-80.023156,NA,NA
NA,Giant Eagle #74,Supermarket,1165 Mckinney Lane #100,NA,NA,NA,PA,15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.211943,-76.769826,NA,NA
NA,Giant Eagle #76,Supermarket,4680 Old Wm Penn Hwy,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438817,-79.741022,NA,NA
NA,Giant Eagle #77,Supermarket,254 Yost Bo,NA,NA,NA,PA,15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436883,-79.857683,NA,NA
NA,Giant Eagle #78,Supermarket,230 Rodi Rd,NA,NA,NA,PA,15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.462359,-79.826919,NA,NA
NA,Giant Eagle / Market District Pine #43,Supermarket,155 Towne Center Dr,NA,NA,NA,PA,15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.632132,-80.054286,NA,NA
NA,Giant Eagle / Market District Shadyside #40,Supermarket,5550 Centre Ave,NA,NA,NA,PA,15232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.456537,-79.934434,NA,NA
NA,Giant Eagle / Market District South Hills #14,Supermarket,7000 Oxford Dr,NA,NA,NA,PA,15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.347078,-80.046641,NA,NA
NA,Giant Eagle / Market District Waterworks #72,Supermarket,910 Freeport Rd,NA,NA,NA,PA,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.488233,-79.893913,NA,NA
NA,Giant Eagle Express #5103,Supermarket,2611 Freeport Rd,NA,NA,NA,PA,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.537858,-79.838724,NA,NA
NA,Giant Eagle #18,Supermarket,1671 Butler Plank Rd,NA,NA,NA,PA,15116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.537733,-79.965145,NA,NA
NA,Shop 'n Save / Gibsonia,Supermarket,5375 Wm Flynn Hi,NA,NA,NA,PA,15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.631549,-79.952845,NA,NA
NA,GFS Marketplace,Supermarket,510 Clairton Blvd,NA,NA,NA,PA,15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.333786,-79.947122,NA,NA
NA,Gordon Food Service,Supermarket,3620 Wm Penn Hwy,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.431969,-79.800107,NA,NA
NA,Shop 'n Save Penn Hills,Supermarket,2820 Universal Rd,NA,NA,NA,PA,15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.475924,-79.78621,NA,NA
NA,Shop 'n Save,Supermarket,2362 Golden Mile Hi,NA,NA,NA,PA,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.471465,-79.986641,NA,NA
NA,Giant Eagle #697,Supermarket,9001 Frankstown Rd,NA,NA,NA,PA,15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.462692,-79.865275,NA,NA
NA,Duquesne Save A Lot,Supermarket,9 Duquesne Pz,NA,NA,NA,PA,15110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.374756,-79.846986,NA,NA
NA,Shop 'n Save,Supermarket,799 Castle Shannon Bo,NA,NA,NA,PA,15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.36758,-80.017161,NA,NA
NA,Food Shoppe,Supermarket,5878 Northumberland St,NA,NA,NA,PA,15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.441526,-79.920551,NA,NA
NA,Giant Eagle,Supermarket,1705 S Braddock Ave,NA,NA,NA,PA,15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.425705,-79.886584,NA,NA
NA,Shop 'n Save - Pines Plaza,Supermarket,1130 Perry Hi,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.401873,-77.019558,NA,NA
NA,Shop 'n Save / Glenshaw #212403,Supermarket,917 Butler St,NA,NA,NA,PA,15116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51331,-79.950785,NA,NA
NA,Shop 'n Save / Rochester,Supermarket,184 Rochester Rd,NA,NA,NA,PA,15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.519816,-80.018098,NA,NA
NA,Shop 'n Save / Shaler,Supermarket,1620 Babcock Bo,NA,NA,NA,PA,15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.497124,-79.969628,NA,NA
NA,Shop 'n Save / Century Square,Supermarket,2381 Mountain View Dr,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.344781,-79.946778,NA,NA
NA,Shop 'n Save / Noblestown #2412,Supermarket,2103 Noblestown Rd,NA,NA,NA,PA,15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.430663,-80.051961,NA,NA
NA,Shop 'n Save - Ross's Village,Supermarket,1886 Homeville Rd,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.373678,-79.873734,NA,NA
NA,Kuhn's Market,Supermarket,1130 Highwood St,NA,NA,NA,PA,15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.468566,-80.02666,NA,NA
NA,Kuhn's Market,Supermarket,661 Lincoln Ave,NA,NA,NA,PA,15202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.497135,-80.060313,NA,NA
NA,Kuhn's Market #4,Supermarket,3125 Banksville Rd,NA,NA,NA,PA,15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.399677,-80.043413,NA,NA
NA,Kuhn's Market,Supermarket,2412 Ferguson Rd,NA,NA,NA,PA,15101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.554967,-79.972178,NA,NA
NA,Shop 'n Save,Supermarket,5001 Library Rd,NA,NA,NA,PA,15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341084,-80.024743,NA,NA
NA,Shop 'n Save - Wilkins Twp,Supermarket,3335 Wm Penn Hi,NA,NA,NA,PA,15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43292,-79.817603,NA,NA
NA,Shop 'n Save #0212404 Imperial,Supermarket,600 Market Place Dr,NA,NA,NA,PA,15071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440192,-80.241214,NA,NA
NA,Giant Eagle #646,Supermarket,51 Walsh Rd,NA,NA,NA,PA,15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440451,-80.072306,NA,NA
NA,Shop 'n Save - Hill District,Supermarket,1850 Centre Av,NA,NA,NA,PA,15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.442146,-79.981719,NA,NA
NA,Sam's Club #4952,Supermarket,2000 Village Center Dr,NA,NA,NA,PA,15084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.565722,-79.803982,NA,NA
NA,Sam's Club #6575,Supermarket,249 Summit Park Dr,NA,NA,NA,PA,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.449585,-80.177954,NA,NA
NA,Sam's Club #6677,Supermarket,3621 Wm Penn Hwy,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436431,-79.799629,NA,NA
NA,Sam's Club #6678,Supermarket,289 Mt Nebo Pointe Dr,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.534232,-80.067889,NA,NA
NA,Sam's Club #6679,Supermarket,2251 Century Dr,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.343793,-79.949018,NA,NA
NA,Save A Lot,Supermarket,4313 Walnut St,NA,NA,NA,PA,15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321825,-79.834567,NA,NA
NA,Giant Eagle Store #600,Supermarket,2001 Lincoln Wa,NA,NA,NA,PA,15131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.337364,-79.805396,NA,NA
NA,Giant Eagle #641,Supermarket,1025 Washington Pike,NA,NA,NA,PA,15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.367163,-80.110119,NA,NA
NA,Wilkinsburg Save A Lot,Supermarket,725 Ross St,NA,NA,NA,PA,15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.442803,-79.884174,NA,NA
NA,Shop 'n Save / Brownsville Road,Supermarket,1119 Brownsville Rd,NA,NA,NA,PA,15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.404781,-79.990531,NA,NA
NA,Shop 'n Save,Supermarket,4313 Walnut St,NA,NA,NA,PA,15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321825,-79.834567,NA,NA
NA,Shop 'n Save / Heidelberg,Supermarket,2100 Washington Pi,NA,NA,NA,PA,15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.173242,-80.24199,NA,NA
NA,Giant Eagle #1691,Supermarket,400 Northtowne Sq,NA,NA,NA,PA,15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.636471,-79.941762,NA,NA
NA,Shop 'n Save,Supermarket,4647 Buttermilk Hollow Rd,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.361016,-79.906553,NA,NA
NA,Target #2757,Supermarket,6231 Penn Av,NA,NA,NA,PA,15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.460909,-79.921909,NA,NA
NA,Target #2787,Supermarket,201 South Hills Village,NA,NA,NA,PA,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.340135,-80.054802,NA,NA
NA,Shop 'n Save / Russellton,Supermarket,908 Little Deer Creek Valley Rd,NA,NA,NA,PA,15076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60823,-79.833146,NA,NA
NA,Trader Joe's #624,Supermarket,9020 Covenant Av,NA,NA,NA,PA,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.570437,-80.022243,NA,NA
NA,Trader Joe's #638,Supermarket,6343 Penn Ave,NA,NA,NA,PA,15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.459303,-79.919178,NA,NA
NA,Trader Joe's #630,Supermarket,1630 Washington Rd. Ste 1,NA,NA,NA,PA,15228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.351139,-80.051011,NA,NA
NA,Giant Eagle #695,Supermarket,200 Allegheny River Bo,NA,NA,NA,PA,15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.498933,-79.818468,NA,NA
NA,Wal-Mart Super Center #2281,Supermarket,2351 Century Dr,NA,NA,NA,PA,15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341762,-79.946461,NA,NA
NA,Wal-Mart Super Center #2300,Supermarket,250 Summit Park Dr,NA,NA,NA,PA,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447712,-80.176111,NA,NA
NA,Wal-Mart Super Center #2588,Supermarket,100 Wal-Mart Dr,NA,NA,NA,PA,15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38722,-79.824700000000007,NA,NA
NA,Wal-Mart Super Center #3738,Supermarket,4015 Freeport Rd,NA,NA,NA,PA,15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.646955,-79.713092,NA,NA
NA,Wal-Mart Super Center #3838,Supermarket,2010 Village Center Dr,NA,NA,NA,PA,15084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.564069,-79.804052,NA,NA
NA,Whole Foods Market #53,Supermarket,5880 Centre Ave,NA,NA,NA,PA,15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45852,-79.928707,NA,NA
NA,Whole Foods Wexford #10377,Supermarket,10576 Perry Hi,NA,NA,NA,PA,15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39721,-77.025796,NA,NA
NA,Giant Eagle Market #616,Supermarket,600 Brentwood Towne Sq,NA,NA,NA,PA,15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.366498,-79.9829,NA,NA
NA,Save A Lot Crafton,Supermarket,Crafton Ingram Shopping Center @ Foster Ave,NA,NA,NA,PA,15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.44177,-80.087015,NA,NA
NA,Shop 'n Save McKeesport,Supermarket,815 5th Ave,NA,NA,NA,PA,15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.352,-79.856045,NA,NA
NA,The Uncommon Market,Supermarket,1798 Highland Rd,NA,NA,NA,PA,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.348876,-80.052248,NA,NA
NA,Market Outlet,Supermarket,1700 Penn Av,NA,NA,NA,PA,15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4497,-79.985758,NA,NA
NA,Karibu International Market LLC,Supermarket,2740 Saw Mill Run Bo,NA,NA,NA,PA,15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.378296,-79.991494,NA,NA
NA,South Hills IGA,Supermarket,649 Old Clairton Rd,NA,NA,NA,PA,15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.324262,-79.956892,NA,NA
NA,Leonard Labriola's Italian Market,Supermarket,4039 Monroeville Blvd,NA,NA,NA,PA,15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43557,-79.768914,NA,NA
NA,Lamperts Deli Express,Supermarket,2010 Eden Park Bo,NA,NA,NA,PA,15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.34505,-79.84648,NA,NA
NA,Las Palmas,Supermarket,700 Brookline Blvd,NA,NA,NA,PA,15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.394595,-80.021685,NA,NA
NA,Leonard Labriola's Italian Store,Supermarket,112 Northgate Dr,NA,NA,NA,PA,15086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.650509,-80.078238,NA,NA
NA,Shursave,Supermarket,4401 Liberty Av,NA,NA,NA,PA,15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.463648,-79.952803,NA,NA
