id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAGI2450-1,food bank site,A Giving Heart,816 Climax Street,Pittsburgh,PA,15210,Allegheny,,,,40.4198174,-79.9927805,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PADA2545-1,food bank site,Adagio Health ,116 Browns Hill Road,Valencia,PA,16059,Allegheny,,,,40.7134895,-79.9293963,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PADE2513-1,food bank site,Adelphoi Education Millvale,608 Farragut Street,Pittsburgh,PA,15209,Allegheny,,,,40.4801362,-79.9759946,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PADO2493-1,food bank site,Adolecent Medicine UPMC,"4401 Penn Ave., Floor 3",Pittsburgh,PA,15224,Allegheny,,,,40.4675656,-79.9531074,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAGH2543-1,food bank site,AGH Federal North ,1307 Federal Street,Pittsburgh ,PA,15212,Allegheny,,,,40.4572118,-80.0078136,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAHN2544-1,food bank site,AHN Center for Diabetes and Endocrine Health ,"2566 Haymaker Road, Professional Office Building One, S",Monroeville,PA,15146,Allegheny,,,,40.4272002,-79.7510938,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAT1076-3,food bank site,AHN Healthy Food Center,4921 Mend Way,Pittsburgh,PA,15224,Allegheny,,,,40.4618236,-79.945132,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALE2259-1,food bank site,Alexis Manor,10100 Old Perry Hwy.,Wexford,PA,15090,Allegheny,,,,40.5971305,-80.0441172,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALL1302-1,food bank site,Alle Kiski Area Hope Center,415 E Sixth Avenue,Tarentum,PA,15084,Allegheny,,,,40.6035116,-79.75145,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALL1026-1,food bank site,Allegheny Valley Association of Churches,1913 Freeport Road,Natrona Heights,PA,15065,Allegheny,,,,40.6258138,-79.7227479,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALL2565-1,food bank site,Allegheny Wesleyan Methodist Church,901 Vogan Street,New Castle,PA,16101,Lawrence,,,,40.9816679,-80.3215282,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALL2461-1,food bank site,Allen Place Community Services Inc.,227 Bonvue St.,PIttsburgh,PA,15214,Allegheny,,,,40.4896433,-80.0141635,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALL1051-1,food bank site,Allies for Health + Wellbeing,5913 Penn Avenue,Pittsburgh,PA,15206,Allegheny,,,,40.4620735,-79.9262229,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALM2491-1,food bank site,Alma Illery Health Center,7227 Hamilton Ave.,Pittsburgh,PA,15208,Allegheny,,,,40.4545441,-79.8962674,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALP2016-1,food bank site,"Alpha House, Inc.",435 Shady Avenue,Pittsburgh,PA,15206,Allegheny,,,,40.4549091,-79.9216097,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PALV2480-1,food bank site,Alverno Apartments,98 Hawthorne Rd.,Pittsburgh,PA,15209,Allegheny,,,,40.4921764,-79.9728348,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PANG1347-1,food bank site,Angel's Place - North Side,2615 Norwood Avenue,Pittsburgh,PA,15214,Allegheny,,,,40.4710487,-80.0132684,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PANG1347-2,food bank site,Angel's Place - Swissvale,2538 Woodstock Avenue,Swissvale,PA,15218,Allegheny,,,,40.415247,-79.8781289,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PARC2415-1,food bank site,Arch Court ,1310 Arch St.,Pittsburgh,PA,15212,Allegheny,,,,40.4569645,-80.0089902,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PARC2350-1,food bank site,Archer Apartments,501 Archer St.,McKeesport,PA,15132,Allegheny,,,,40.3464303,-79.8762117,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PARM1394-1,food bank site,Armstrong County Community Action,705 Butler Rd.,Kittanning,PA,16201,Armstrong,,,,40.824522,-79.54882,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAUB2444-1,food bank site,Auberle,1101 Hartman Street,McKeesport,PA,15132,Allegheny,,,,40.3490045,-79.8324105,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAUB2444-5,food bank site,Auberle - Family Emergency Shelter,122 South 3rd Street,Duquesne,PA,15110,Allegheny,,,,40.370752,-79.8473776,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAUB2444-3,food bank site,Auberle 412 Youth Zone Drop-In Center,304 Wood Street,Pittsburgh,PA,15222,Allegheny,,,,40.4389465,-80.0012185,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAUB2444-4,food bank site,Auberle 412 Youth Zone Food Pantry,304 Wood Street,Pittsburgh,PA,15222,Allegheny,,,,40.4389465,-80.0012185,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PAUB2444-2,food bank site,Auberle Food Pantry,1101 Hartman Street,McKeesport,PA,15132,Allegheny,,,,40.3490045,-79.8324105,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBAL1067-1,food bank site,Baldwin Boro Food Pantry,One Readshaw Way,Pittsburgh,PA,15236,Allegheny,,,,40.3448037,-79.9752211,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBAL1198-1,food bank site,Baldwin Community United Methodist Church,5001 Baptist Road,Pittsburgh,PA,15236,Allegheny,,,,40.3572013,-79.9999069,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBAP2303-1,food bank site,Baptist Manor,493 Castle Shannon Blvd.,Pittsburgh,PA,15234,Allegheny,,,,40.372881,-80.032505,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBED1070-1,food bank site,Bedford Dwellings ,2305 Bedford Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.452852,-79.970464,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEE2260-1,food bank site,Beechtree Commons,6460 Leechburg Rd.,Verona,PA,15147,Allegheny,,,,40.4858454,-79.805387,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEE2423-1,food bank site,Beechtree Commons II,6492 Leechburg Rd.,Verona,PA,15147,Allegheny,,,,40.4872827,-79.8020509,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEE2235-1,food bank site,Beechview Manor,1926 Pauline Ave.,Pittsburgh,PA,15216,Allegheny,,,,40.405776,-80.0268628,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEE2483-1,food bank site,Beechwood Pre-K-5 PPS,810 Rockland Avenue,Pittsburgh,PA,15216,Allegheny,,,,40.414825,-80.0207813,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PSTP1163-3,food bank site,Bellefield Dwellings,4400 Centre Avenue,Pittsburgh,PA,15213,Allegheny,,,,40.4512097,-79.953457,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEL1199-1,food bank site,Bellefield Food Closet,4001 Fifth Avenue,Pittsburgh,PA,15213,Allegheny,,,,40.4437425,-79.9568225,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEN2360-1,food bank site,Bennett Place Apartments,"7245 Bennett St., Apt. 53",Pittsburgh,PA,15208,Allegheny,,,,40.456268,-79.89497,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBER2391-1,food bank site,Berg Manor Apartments,40 Holland Ave.,Braddock,PA,15104,Allegheny,,,,40.406951,-79.87318,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBER2321-1,food bank site,Berlin Food Pantry,610 Main Street,Berlin,PA,15530,Somerset,,,,39.9203889,-78.9564662,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PROS1101-1,food bank site,Bernice Crawley,"945 Roselle Court, Apt. 414",Pittsburgh,PA,15207,Allegheny,,,,40.4067445,-79.933027,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBES2305-1,food bank site,Bessemer Terrace,850 Main St.,Pittsburgh,PA,15112,Allegheny,,,,40.3978832,-79.8406608,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBET1200-1,food bank site,Bethany Baptist Church Food Pantry,7745 Tioga Street,Pittsburgh,PA,15208,Allegheny,,,,40.450697,-79.8879132,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBET1068-1,food bank site,Bethel AME Church ,2720 Webster Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.4507294,-79.969147,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBET2446-1,food bank site,Bethesda Presbyterian Church,7220 Bennett St.,Pittsburgh,PA,15208,Allegheny,,,,40.4560596,-79.8960354,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBET1310-1,food bank site,Bethlehem Haven,1410 Fifth Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.4384242,-79.9859483,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBET1025-1,food bank site,Better Living Community Services,1205 Wood Street,Wilkinsburg,PA,15221,Allegheny,,,,40.4455161,-79.8838769,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBEU1060-1,food bank site,Beulah Baptist Church Food Pantry,201 Chalfont Street,Pittsburgh,PA,15210,Allegheny,,,,40.4167788,-80.0037512,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBLA2398-1,food bank site,Blawnox Apts.,"701 Center Ave., Apt. 111",Blawnox,PA,15238,Allegheny,,,,40.4905981,-79.8650177,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBOR1071-1,food bank site,Borough of Leetsdale Food Pantry ,"373 Beaver Street, Suite A",Leetsdale,PA,15056,Allegheny,,,,40.5693445,-80.213794,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRA2394-1,food bank site,Braddock Hills Senior Center ,3000 Locust St.,Pittsburgh,PA,15221,Allegheny,,,,40.4099094,-79.8525631,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRA1043-1,food bank site,Brashear Association,2005 Sarah Street,Pittsburgh,PA,15203,Allegheny,,,,40.4279027,-79.977499,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRA1043-2,food bank site,Brashear Association - Henry Kaufmann Center,2201 Salisbury Street,Pittsburgh,PA,15210,Allegheny,,,,40.4192698,-79.9753614,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRE1072-1,food bank site,Bread of Life Food Pantry,94 Locust Street,Etna,PA,15223,Allegheny,,,,40.4979649,-79.9445837,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRE2524-1,food bank site,Brentwood Library,3501 Brownsville Rd,Pittsburgh,PA,15227,Allegheny,,,,40.3749283,-79.9749948,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRE1073-1,food bank site,Brentwood Presbyterian Church,3725 Brownsville Road,Pittsburgh,PA,15227,Allegheny,,,,40.3721848,-79.9749673,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRO2306-1,food bank site,Broadview Manor,270 Broadway,Pitcairn,PA,15140,Allegheny,,,,40.4012631,-79.7834846,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRO1044-1,food bank site,Brookline Christian Food Pantry,1036 Brookline Boulevard,Pittsburgh,PA,15226,Allegheny,,,,40.3914683,-80.0165058,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRO1044-2,food bank site,Brookline Kids PreSchool,1036 Brookline Blvd,Pittsburgh,PA,15226,Allegheny,,,,40.3914683,-80.0165058,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBRO1182-1,food bank site,Brown Chapel AME Food Pantry,1400 Boyle Street,Pittsburgh,PA,15212,Allegheny,,,,40.4576012,-80.0061756,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PBAP1658-1,food bank site,"BTC Center, Inc.",7241 Race Street,Pittsburgh,PA,15208,Allegheny,,,,40.4586104,-79.8936869,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAB1125-1,food bank site,Cabot UM Food Bank,707 Winfield Rd,Cabot,PA,16023,Butler,,,,40.7749206,-79.7575681,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAB1125-2,food bank site,Cabot UM Food Bank - Onsite,707 Winfield Rd,Cabot,PA,16023,Butler,,,,40.7749206,-79.7575681,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAL2277-1,food bank site,Caliguiri Plaza,"803 E. Warrington Ave., Apt. 411",Pittsburgh,PA,15210,Allegheny,,,,40.4221174,-79.9935286,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAL1108-1,food bank site,Calvary Baptist Church ,2629 Wylie Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.4491469,-79.9695764,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PSOM2234-2,food bank site,Calvary United Methodist Church NM,1800 Stockholm Ave.,Windber,PA,15963,Somerset,,,,40.2324245,-78.8295488,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAM2091-1,food bank site,Camp Allegheny Salvation Army,140 Jenkins Circle,Ellwood City,PA,16117,Lawrence,,,,40.8876773,-80.2307808,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAM2514-1,food bank site,Campus Cupboard - Pioneer Pantry,"201 Wood Street, 2nd Floor - Lawrence Hall",Pittsburgh,PA,15222,Allegheny,,,,40.4387673,-80.002073,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAN2150-1,food bank site,Cancer Caring Center,4117 Liberty Avenue,Pittsburgh,PA,15224,Allegheny,,,,40.4636573,-79.9538424,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR2542-1,food bank site,Carnegie Library of Pittsburgh,130 S. Whitfield Street,Pittsburgh,PA,15206,Allegheny,,,,40.4609837,-79.9265284,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR2520-1,food bank site,Carnegie Mellon University Pantry,4700 Fifth Avenue,Pittsburgh,PA,15213,Allegheny,,,,40.44687,-79.9467403,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR1075-1,food bank site,Carrick Regency,"2129 Brownsville Road, 803",Pittsburgh,PA,15210,Allegheny,,,,40.3920866,-79.9861211,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR2544-1,food bank site,Carson Retirement Residence,2850 E. Carson St.,Pittsburgh,PA,15203,Allegheny,,,,40.4255581,-79.9651823,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR2295-1,food bank site,Carson Towers,2117 E. Carson St.,Pittsburgh,PA,15203,Allegheny,,,,40.4287313,-79.9753523,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAR1176-1,food bank site,Carver Hall Food Pantry,"565 Reed Street, Apt. 707",Clairton,PA,15025,Allegheny,,,,40.2926299,-79.8810028,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAT1076-1,food bank site,Catholic Community of Bloomfield Food Pantry,4921 Mend Way,Pittsburgh,PA,15224,Allegheny,,,,40.4618236,-79.945132,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAM2463-1,food bank site,CCAC Campus Cupboard Boyce,595 Beatty Road,Monroeville,PA,15146,Allegheny,,,,40.4534944,-79.752868,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCAM2447-1,food bank site,CCAC Campus Cupboard South,1750 Clairton Road,West Mifflin,PA,15122,Allegheny,,,,40.3356811,-79.9468568,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2489-1,food bank site,Center for Care for Infectious Disease,3601 Fifth Ave.,Pittsburgh,PA,15213,Allegheny,,,,40.4415314,-79.9593255,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2491-1,food bank site,Center for Hope,740 Park Rd.,Ambridge,PA,15003,Beaver,,,,40.5881697,-80.2306452,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2491-3,food bank site,Center for Hope - Highland School Backpack,740 Park Road,Ambridge,PA,15003,Beaver,,,,40.5881697,-80.2306452,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN1195-1,food bank site,Center For Victims Food Pantry,1400 Versailles Avenue,McKeesport,PA,15132,Allegheny,,,,40.3467163,-79.8575366,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2159-1,food bank site,Center of Life,161 Hazelwood Avenue,Pittsburgh,PA,15207,Allegheny,,,,40.412032,-79.9421358,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2390-1,food bank site,Center Township Apts. NM,"3671 Brodhead Road, Office 107",Monaca,PA,15061,Beaver,,,,40.6646278,-80.3164234,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2151-1,food bank site,Central Baptist Church,2200 Wylie Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.4459262,-79.9763267,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN2455-1,food bank site,Central City Senior Center,103 Sunshine Ave.,Central City,PA,15926,Somerset,,,,40.1079998,-78.8059505,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN1077-1,food bank site,Central Food Pantry of Elizabeth Township,425 Scenery Drive,Elizabeth,PA,15037,Allegheny,,,,40.2759939,-79.8375088,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCEN1183-1,food bank site,Centre Avenue YMCA,2621 Centre Avenue,Pittsburgh,PA,15219,Allegheny,,,,40.4472275,-79.9678479,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCHA1109-1,food bank site,Chain of Hope Food Pantry,611 South Avenue,Wilkinsburg,PA,15221,Allegheny,,,,40.4425282,-79.8861854,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCHA1109-2,food bank site,Chain of Hope Onsite,611 South Avenue,Wilkinsburg,PA,15221,Allegheny,,,,40.4425282,-79.8861854,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCHI1412-1,food bank site,Children and Adults Developmental Agency Programs,2901 Maryland Avenue,North Versailles,PA,15137,Allegheny,,,,40.3803585,-79.8274386,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PCHR1127-1,food bank site,Christian & Missionary Alliance,938 Summit Street,McKeesport,PA,15132,Allegheny,,,,40.353128,-79.828986,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
