id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PVET2292-1,food bank site,"Veterans Place of Washington Boulevard, Inc. Food Pantry",945 Washington Boulevard,Pittsburgh,PA,15206,Allegheny,,,,40.461149,-79.90653,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PVET2292-2,food bank site,"Veterans Place of Washington Boulevard, Inc. Soup Kitchen",945 Washington Boulevard,Pittsburgh,PA,15206,Allegheny,,,,40.461149,-79.90653,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PLC1404-10,food bank site,Vista South,1116 South Mercer St.,New Castle,PA,16101,Lawrence,,,,40.987429,-80.3453747,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAL2224-2,food bank site,Walkers Neighbor. House  AS,"1207 Moravia St., St. John United Holy Church",New Castle,PA,16101,Lawrence,,,,40.98669,-80.348966,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAL2224-1,food bank site,Walkers Neighbor. House CSFP,"1207 Moravia St., St. John United Holy Church",New Castle,PA,16101,Lawrence,,,,40.98669,-80.348966,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAL1035-1,food bank site,Walnut Grove Assembly of God,44 Adams Avenue,West Mifflin,PA,15122,Allegheny,,,,40.3550127,-79.908513,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAL1035-2,food bank site,Walnut Grove Assembly of God CSFP,44 Adams Avenue,West Mifflin,PA,15122,Allegheny,,,,40.3550127,-79.908513,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAM2264-1,food bank site,Wampum Park Housing NM,1058 Main Street,Wampum,PA,16157,Lawrence,,,,40.895895,-80.3447429,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAS2541-1,food bank site,Washington Food Pantry,1413 George Washington Rd.,Volant,PA,16156,Lawrence,,,,41.0909438,-80.223962,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAS1059-1,food bank site,Washington Heights Ecumenical Food Bank,213 Bailey Ave,Pittsburgh,PA,15211,Allegheny,,,,40.427252,-80.0027028,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWEC2177-1,food bank site,We Care Food Cupboard,"420 Dippold Avenue, Baden UM Church",Baden,PA,15005-1716,Beaver,,,,40.6370627,-80.2292123,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWEL1389-1,food bank site,Wellspring Drop-In Center,903 Watson Street,Pittsburgh,PA,15219,Allegheny,,,,40.4384694,-79.9915902,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES1104-1,food bank site,West Allegheny Ministerial Association,105 West Allegheny Road,Imperial,PA,15126,Allegheny,,,,40.4437561,-80.2405395,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES1177-1,food bank site,West Deer TECH ,"292 East Union Rd., East Union Presbyterian Church",Cheswick,PA,15024,Allegheny,,,,40.609619,-79.85204,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES1105-1,food bank site,West Hills Food Pantry,522 Carnot Road,Coraopolis,PA,15108,Allegheny,,,,40.514274,-80.220633,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES2430-1,food bank site,West Hills M.O.W.,1205 Ridge Avenue,Coraopolis,PA,15108,Allegheny,,,,40.5152597,-80.161536,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES2414-1,food bank site,West Park Court,710 W North Ave.,Pittsburgh,PA,15212,Allegheny,,,,40.4543446,-80.0142408,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES1008-1,food bank site,Westinghouse Valley,413 Penn Avenue Ext.,Turtle Creek,PA,15145,Allegheny,,,,40.4049152,-79.8294159,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWES2317-1,food bank site,Westlake Apartments,1015 Crucible St.,Pittsburgh,PA,15220,Allegheny,,,,40.4432851,-80.0420967,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWHI1178-1,food bank site,Whitehall Church of Christ,215 Streets Run Road,Pittsburgh,PA,15236,Allegheny,,,,40.3463443,-79.9855236,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWIL1118-1,food bank site,Wilkinsburg Community Ministry,702 Wood Street,Wilkinsburg,PA,15221,Allegheny,,,,40.441403,-79.885723,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWIL1383-1,food bank site,Wilkinsburg Family Support Center Afterschool,"807 Wallace Avenue, Suite 205",Wilkinsburg,PA,15221,Allegheny,,,,40.4437117,-79.8805456,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWIL1383-2,food bank site,Wilkinsburg Family Support Center Food Pantry,"807 Wallace Avenue, Suite 205",Wilkinsburg,PA,15221,Allegheny,,,,40.4437117,-79.8805456,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWIL2502-1,food bank site,Wilkinsburg Fresh Market,718 Wallace Avenue,Wilkinsburg,PA,15221,Allegheny,,,,40.4440295,-79.8836449,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWIL2258-1,food bank site,Wilmerding Apartments,314 Commerce St.,Wilmerding,PA,15148,Allegheny,,,,40.392952,-79.807811,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAC2449-2,food bank site,Windber Area Community Kitchen,1800 Stockholm Avenue,Windber,PA,15963,Somerset,,,,40.2324245,-78.8295488,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWAC2449-1,food bank site,Windber Area Community Kitchen - Wackpack Program,1800 Stockholm Avenue,Windber,PA,15963,Somerset,,,,40.2324245,-78.8295488,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWOM1387-1,food bank site,"Womanspace East, Inc.",,,,,Allegheny,,,,0,0,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,"address missing;city missing;state missing;zip_code missing;latlng is (0,0);"
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PWOM1386-1,food bank site,Women's Center and Shelter of Greater Pittsburgh,,,,,Allegheny,,,,0,0,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,"address missing;city missing;state missing;zip_code missing;latlng is (0,0);"
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PYMC1391-1,food bank site,YMCA New Kensington,800 Constitution Boulevard,New Kensington,PA,15068,Allegheny,,,,40.5645832,-79.763414,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PYOR2318-1,food bank site,York Commons,4003 Penn Ave.,Pittsburgh,PA,15224,Allegheny,,,,40.465624,-79.957513,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,,
,Greater Pittsburgh Community Food Bank,2019-10-10 PGH Food Bank Site Addresses.xlsx,PZIO1179-1,food bank site,Zion Christian Church,2019 Brownsville Road,Pittsburgh,PA,15210,Allegheny,,,,40.3944186,-79.9860334,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,,
